epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.46454546,0.7225960978835521,0.001,0.5111363530158997,0.7086347777193243
1,0.53227276,0.6956455839041508,0.001,0.5829545259475708,0.6911236186461015
2,0.55560607,0.679718110320544,0.001,0.5506818294525146,0.6800837193835866
3,0.6067929,0.6657453338064329,0.001,0.6138636469841003,0.6685274793884971
4,0.6969697,0.6490889142017172,0.001,0.7102272510528564,0.6521460752053694
5,0.7569697,0.6279446923612344,0.001,0.741136372089386,0.6310323231870478
6,0.7966667,0.6026579414714467,0.001,0.7852272987365723,0.6057828025384383
7,0.8600252,0.5744012890199218,0.001,0.8845454454421997,0.5762989765947515
8,0.9264646,0.5447269728207829,0.001,0.9022727012634277,0.5474058788472956
9,0.94156563,0.5146430848343204,0.001,0.9265909194946289,0.5180594604665583
10,0.9512121,0.4858343253472839,0.001,0.9256818294525146,0.4898312558911063
11,0.9571212,0.45715491886090753,0.001,0.9384090900421143,0.46229114369912583
12,0.9615909,0.4288955007899891,0.001,0.9461363554000854,0.43475415793332184
13,0.9637121,0.40126917989567074,0.001,0.9434090852737427,0.4093021709268743
14,0.9650505,0.3746826177173191,0.001,0.9490908980369568,0.38285338575189765
15,0.9656818,0.35063183430469397,0.001,0.9524999856948853,0.3587483424490148
16,0.9672475,0.3276542974481679,0.001,0.9506818056106567,0.33854093367403204
17,0.96909094,0.30712614249701453,0.001,0.9563636183738708,0.31795997695489364
18,0.970202,0.2876183654924836,0.001,0.953181803226471,0.30098491218957035
19,0.97161615,0.2702887969727468,0.001,0.9524999856948853,0.2872340905124491
20,0.9721717,0.25517743675395693,0.001,0.9547727108001709,0.27125210068442607
21,0.9736616,0.2404075893910244,0.001,0.9590908885002136,0.261582726131786
22,0.97502524,0.22683866867513366,0.001,0.9559090733528137,0.24689870444211093
23,0.97568184,0.21413454758398462,0.001,0.955227255821228,0.2385999712077054
24,0.977399,0.20263968283479863,0.001,0.9565908908843994,0.22748600726777857
25,0.9783081,0.1917770402961307,0.001,0.9574999809265137,0.21946063258431175
26,0.97926766,0.1819550620245211,0.001,0.9584090709686279,0.20979167932813816
27,0.9802525,0.17307765046153406,0.001,0.9549999833106995,0.20453912336717953
28,0.9813131,0.16393965188903037,0.001,0.9588636159896851,0.19325426570393822
29,0.982904,0.15510197127106215,0.001,0.956818163394928,0.18842400466853923
30,0.9832323,0.14832569091006964,0.001,0.9609090685844421,0.1796447079019113
31,0.9837626,0.14099078077258487,0.001,0.9611363410949707,0.17915301222692837
32,0.9857828,0.13404611403893943,0.001,0.9513636231422424,0.18137273051521996
33,0.9862879,0.12789254296307612,0.001,0.9556818008422852,0.173003235865723
34,0.98651516,0.122017922560976,0.001,0.9634090662002563,0.15905890760096636
35,0.9876515,0.11561106343462009,0.001,0.9599999785423279,0.16143464053219014
36,0.98853534,0.11045743360362872,0.001,0.9593181610107422,0.15765003339810804
37,0.9890404,0.10479654633938665,0.001,0.9631817936897278,0.14770811568606984
38,0.99012625,0.10010470278937407,0.001,0.9622727036476135,0.14908391589468176
39,0.98974746,0.09607835399382042,0.001,0.9649999737739563,0.14060118034482003
40,0.99080807,0.09122751803410174,0.001,0.9622727036476135,0.1433451311154799
41,0.99063134,0.08814199970828163,0.001,0.9597727060317993,0.14935092461380092
42,0.99368685,0.08182590288044227,0.00033,0.9613636136054993,0.13865461334586143
43,0.99386364,0.08035224467064395,0.00033,0.9636363387107849,0.13476400062441826
44,0.9937374,0.07938738062225206,0.00033,0.9618181586265564,0.13825152550231326
45,0.99406564,0.07784261824205668,0.00033,0.9618181586265564,0.1352910264107314
46,0.9948485,0.07616598504059242,0.0001089,0.9606817960739136,0.13810309571298687
