epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.58113635,0.6215360565137381,0.001,0.6320454478263855,0.5740588439594616
1,0.7012121,0.5156815389430884,0.001,0.7429545521736145,0.4839228507605466
2,0.7765657,0.42619978746982534,0.001,0.7847727537155151,0.40856935295191676
3,0.80833334,0.3599345513907346,0.001,0.8100000023841858,0.3601436546173963
4,0.82323235,0.3165442838090839,0.001,0.8140909075737,0.33047605736689134
5,0.8519192,0.2841882145826263,0.001,0.914545476436615,0.31191735684871674
6,0.9457071,0.2575946167382327,0.001,0.9168182015419006,0.29551356023008174
7,0.95232326,0.23494246956675943,0.001,0.9193181991577148,0.28835760896856133
8,0.9577778,0.21438500568722232,0.001,0.9277272820472717,0.2635841077295217
9,0.96257573,0.19628969343623728,0.001,0.9302272796630859,0.24649092292243785
10,0.9658081,0.1794077530593583,0.001,0.9340909123420715,0.23800775918093595
11,0.97,0.16511444495181846,0.001,0.932272732257843,0.2419608799977736
12,0.9711111,0.1532117124278136,0.001,0.9329545497894287,0.2430831545320424
13,0.9759596,0.1392205266579233,0.00067000004,0.9370454549789429,0.21116865491325204
14,0.97765154,0.13213036626276345,0.00067000004,0.9363636374473572,0.21684531222690234
15,0.9784091,0.12463652601747802,0.00067000004,0.9352272748947144,0.21578904380852526
16,0.9802273,0.11819062730278632,0.0004489,0.9354545474052429,0.20671692424199797
17,0.98055553,0.11442749142345755,0.0004489,0.9379545450210571,0.1963305019790476
18,0.9817929,0.10998983565605049,0.0004489,0.9352272748947144,0.20284051289612598
19,0.9823232,0.10612059361705876,0.0004489,0.9372727274894714,0.19353362865068696
20,0.9829293,0.10244160877333747,0.0004489,0.9354545474052429,0.20094757187095555
21,0.98388886,0.09902541531456842,0.0004489,0.9365909099578857,0.19842551811174913
22,0.9844697,0.09521228803227647,0.000300763,0.9384090900421143,0.19060858047821305
23,0.98517674,0.0930992890006364,0.000300763,0.9363636374473572,0.20402939811348916
24,0.98512626,0.09092589784451205,0.000300763,0.9395454525947571,0.18738884346051649
25,0.9857828,0.0889012233717273,0.000300763,0.9399999976158142,0.18261992546645078
26,0.98608583,0.08696559910822396,0.000300763,0.9395454525947571,0.1825355328213085
27,0.98674244,0.08461651617529416,0.000300763,0.9413636326789856,0.18084961169145325
28,0.98661613,0.0832030695842372,0.000300763,0.941136360168457,0.18580869077281517
29,0.9869697,0.08086385408736238,0.000300763,0.9434090852737427,0.18196812853217126
30,0.98795456,0.07864322890837987,0.00020151121,0.9429545402526855,0.1788468769734556
31,0.9881313,0.07722082426451674,0.00020151121,0.9440909028053284,0.17726062333041973
32,0.98853534,0.07613418166083519,0.00020151121,0.9438636302947998,0.17157916059548203
33,0.98833334,0.07526932121226282,0.00020151121,0.9443181753158569,0.17349825495346027
34,0.98888886,0.07419448500329798,0.00020151121,0.9459090828895569,0.16591801306063478
35,0.9888384,0.07262659340645328,0.00020151121,0.9454545378684998,0.17837986815382134
36,0.9891919,0.07164340388594252,0.00020151121,0.9452272653579712,0.17968528863381256
37,0.98924243,0.0704754461664142,0.00013501251,0.9461363554000854,0.17052039661190727
