epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.52141416,0.6946831311842407,0.001,0.6154545545578003,0.6757011688839305
1,0.702399,0.6469342423689486,0.001,0.75,0.6384954818812284
2,0.8453283,0.5861266420826767,0.001,0.8324999809265137,0.5776955086534673
3,0.89058083,0.49949169511746877,0.001,0.871363639831543,0.48218041495843367
4,0.9305303,0.3948147085339132,0.001,0.923409104347229,0.37562500032511625
5,0.95732325,0.2932978221864411,0.001,0.9465909004211426,0.2831572663784027
6,0.9661111,0.21812950848328946,0.001,0.9481818079948425,0.22463148577646774
7,0.9695455,0.1689593290801,0.001,0.9493181705474854,0.18614410771565004
8,0.9727273,0.13716178031280787,0.001,0.9547727108001709,0.15807243393226103
9,0.97603536,0.11387178058877136,0.001,0.9581817984580994,0.13845491482452912
10,0.977601,0.10041146113414957,0.001,0.9538636207580566,0.13565369027582083
11,0.98065656,0.08462910279481098,0.001,0.9618181586265564,0.11610054102810946
12,0.98373735,0.07488995445497108,0.001,0.9597727060317993,0.12457042087208141
13,0.9853788,0.06657372377737604,0.001,0.9611363410949707,0.11146783658049324
14,0.98729795,0.05882761230974486,0.001,0.9593181610107422,0.10705307456580075
15,0.9889646,0.05217172878258156,0.001,0.9543181657791138,0.11669046945869922
16,0.9903535,0.04705499751248745,0.001,0.9597727060317993,0.11031468426639383
17,0.9940404,0.03847003952872874,0.00033,0.9611363410949707,0.09860986112870954
18,0.995,0.036492035638051805,0.00033,0.9649999737739563,0.0921624399789355
19,0.99477273,0.035699292806663896,0.00033,0.9638636112213135,0.0963108262216503
20,0.99593437,0.033510948412045084,0.00033,0.9622727036476135,0.09476195521652699
21,0.99646467,0.03142152700535577,0.0001089,0.9634090662002563,0.0939974244683981
