epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.51914144,0.6955046682165127,0.001,0.5290908813476562,0.6933818364143371
1,0.56368685,0.6851750090627959,0.001,0.5618181824684143,0.68644385359504
2,0.6043687,0.67422249064301,0.001,0.6184090971946716,0.6779656078598716
3,0.64573234,0.6592498610718082,0.001,0.6370454430580139,0.665023089538921
4,0.7174242,0.6396658710518268,0.001,0.6488636136054993,0.6477143495733088
5,0.8105303,0.6137460098844586,0.001,0.7654545307159424,0.6267275617339394
6,0.86012626,0.584357884026537,0.001,0.8263636231422424,0.5949182540720159
7,0.8903283,0.5524625158791591,0.001,0.8509091138839722,0.5650909079204907
8,0.91638887,0.5194513240727512,0.001,0.8734090924263,0.5330297010595149
9,0.9304798,0.48726829256674253,0.001,0.8920454382896423,0.5052025654099205
10,0.94169194,0.4580015074484276,0.001,0.9086363911628723,0.47534612395546655
11,0.9506566,0.42902716681210684,0.001,0.9245454668998718,0.44889129454439336
12,0.9568687,0.40354445539339623,0.001,0.9311363697052002,0.424570617350665
13,0.9606566,0.3800658567264827,0.001,0.933863639831543,0.4041240322589874
14,0.9636111,0.3586053463184472,0.001,0.9359090924263,0.3847978712211956
15,0.96590906,0.33874743783112726,0.001,0.9386363625526428,0.365788342627612
16,0.9669192,0.32077845121874954,0.001,0.9393181800842285,0.34973381768573414
17,0.9698485,0.3033201401161425,0.001,0.9461363554000854,0.3331181171807376
18,0.9711869,0.2878766372468736,0.001,0.9456818103790283,0.32106073303656146
19,0.972399,0.27332603295644126,0.001,0.9452272653579712,0.30785178943113845
20,0.9736869,0.2599498645584993,0.001,0.9406818151473999,0.2972672435370359
21,0.97512627,0.24730907248728204,0.001,0.9434090852737427,0.28923397849906574
22,0.9760606,0.23583134087649257,0.001,0.9477272629737854,0.273873352191665
23,0.97780305,0.22505879226959113,0.001,0.9470454454421997,0.2656514512950724
24,0.97962123,0.21390965836216705,0.001,0.9520454406738281,0.2541127972169356
25,0.97979796,0.20447026413498504,0.001,0.9497727155685425,0.24698517924005334
26,0.98108584,0.19535014231999714,0.001,0.949999988079071,0.23943318670446223
27,0.9822222,0.18649987653650418,0.001,0.9506818056106567,0.2315906516530297
28,0.98406565,0.17825942672864356,0.001,0.951590895652771,0.22430065247145567
29,0.9845202,0.17043479267996972,0.001,0.9502272605895996,0.2186539530212229
30,0.9850505,0.1630735517752291,0.001,0.9481818079948425,0.2182657779346813
31,0.98550504,0.1566613265059211,0.001,0.9490908980369568,0.21003686552697962
32,0.9864394,0.14961484693517588,0.001,0.9527272582054138,0.20303866586901925
33,0.9877525,0.14276621698129058,0.001,0.9504545331001282,0.19870120219208978
34,0.9881818,0.1369809644270425,0.001,0.9504545331001282,0.19669158889488741
35,0.98906565,0.13079670807327887,0.001,0.9536363482475281,0.1880024380846457
36,0.99007577,0.12543098634240604,0.001,0.9540908932685852,0.18314413674853064
37,0.99065655,0.11992086192875197,0.001,0.9549999833106995,0.17856949058446017
38,0.99136364,0.11516857592144397,0.001,0.949999988079071,0.18326144031502983
39,0.9912626,0.11056159463193682,0.001,0.9524999856948853,0.17459673954681917
40,0.9921212,0.10559551729698374,0.001,0.9513636231422424,0.1716845692287792
41,0.99237376,0.10175516813993454,0.001,0.9536363482475281,0.16640750603242355
42,0.99295455,0.09758913641927218,0.001,0.9504545331001282,0.17116091392256996
43,0.99310607,0.0934126796174531,0.001,0.9513636231422424,0.16584817070852625
44,0.99459594,0.08906056865598216,0.001,0.953181803226471,0.16224202156066894
45,0.99472225,0.08544521625896898,0.001,0.9559090733528137,0.15878660516305404
46,0.99510103,0.082155625498054,0.001,0.9527272582054138,0.15736983079801906
47,0.99563134,0.0787904214287045,0.001,0.9556818008422852,0.15422708822922274
48,0.9960101,0.07532724023918913,0.001,0.9570454359054565,0.149206574911421
49,0.99613637,0.07224721768889765,0.001,0.9549999833106995,0.1510318449410525
