epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5617424,0.6848878555346017,0.001,0.5806818008422852,0.6599618588794361
1,0.78714645,0.6011311869669442,0.001,0.8045454621315002,0.5780481139096347
2,0.8860354,0.4740808364237198,0.001,0.8897727131843567,0.4386811433055184
3,0.94419193,0.3162433659187471,0.001,0.9404545426368713,0.28465287094766445
4,0.9660101,0.19779513600498738,0.001,0.9577272534370422,0.19317010418935254
5,0.97333336,0.13408535349248635,0.001,0.9563636183738708,0.14884445231069218
6,0.97623736,0.10134871785989916,0.001,0.960454523563385,0.12515594936229965
7,0.98098487,0.07994137737787131,0.001,0.9693182110786438,0.10856399552388625
8,0.9843434,0.06535069610735382,0.001,0.9654545187950134,0.09878307728604836
9,0.98742425,0.053910438803711325,0.001,0.9622727036476135,0.10056162003089081
10,0.99025255,0.04415090488363998,0.001,0.9684090614318848,0.0884998489848592
11,0.992399,0.036753418080583966,0.001,0.962045431137085,0.09854175742038272
12,0.9952273,0.029392176038689082,0.001,0.9700000286102295,0.0821343408389525
13,0.99616164,0.0250405315588219,0.001,0.9634090662002563,0.10280497149987654
14,0.99780303,0.020566789896951782,0.001,0.9647727012634277,0.09566520270976153
15,0.99896467,0.015472432526223587,0.00033,0.9661363363265991,0.08941966428506104
