epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6210859,0.6915309146678809,0.001,0.5734090805053711,0.6792570419745012
1,0.7428788,0.6533511595292525,0.001,0.7599999904632568,0.6502195670387961
2,0.8422222,0.5987895250079608,0.001,0.8220454454421997,0.5904780433394692
3,0.8840909,0.5122533708148532,0.001,0.8490909337997437,0.5000901561433618
4,0.9230555,0.4037850722399625,0.001,0.9070454835891724,0.3848080960187045
5,0.95295453,0.3002326065362102,0.001,0.9409090876579285,0.28861408201130956
6,0.9645202,0.22363950527075566,0.001,0.947954535484314,0.2243168986385519
7,0.9679293,0.17473904201478668,0.001,0.9554545283317566,0.18434848270633003
8,0.9706313,0.14419979717394318,0.001,0.9518181681632996,0.16622412738474932
9,0.9729546,0.12229977527652124,0.001,0.9543181657791138,0.1447022745013237
10,0.9757323,0.10478636592927605,0.001,0.960454523563385,0.13172941719943826
11,0.97820705,0.09295470928904986,0.001,0.9590908885002136,0.12401956789872863
12,0.98012626,0.08370697420353841,0.001,0.9588636159896851,0.11744694101539525
13,0.98267674,0.0725325437507244,0.001,0.9563636183738708,0.11824305350130254
14,0.98421717,0.06672132001079695,0.001,0.9561363458633423,0.12754232528534803
15,0.9873737,0.056988776563996014,0.00067000004,0.9599999785423279,0.10885077640414238
16,0.9891919,0.05194690695465213,0.00067000004,0.964090883731842,0.10036038165742701
17,0.9892929,0.04890760756351731,0.00067000004,0.9577272534370422,0.10989263834601098
18,0.9914141,0.04499030047895933,0.00067000004,0.9602272510528564,0.10393142326311632
19,0.9926768,0.04025496639236055,0.0004489,0.9618181586265564,0.10275180604647506
